country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index
Argentina,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,99.0,95.0,0.002,0.002,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,104.0,5.0,0.002,0.0,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-04,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,180.0,76.0,0.004,0.002,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-05,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,194.0,14.0,0.004,0.0,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-06,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,248.0,54.0,0.005,0.001,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-07,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,279.0,31.0,0.006,0.001,,,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-08,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,284.0,5.0,0.006,0.0,40.0,0.001,,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,285.0,1.0,0.006,0.0,27.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,364.0,79.0,0.008,0.002,37.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,365.0,1.0,0.008,0.0,26.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,405.0,40.0,0.009,0.001,30.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,408.0,3.0,0.009,0.0,23.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,410.0,2.0,0.009,0.0,19.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,476.0,66.0,0.011,0.001,27.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,478.0,2.0,0.011,0.0,28.0,0.001,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,484.0,6.0,0.011,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,487.0,3.0,0.011,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,531.0,44.0,0.012,0.001,18.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,536.0,5.0,0.012,0.0,18.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,537.0,1.0,0.012,0.0,18.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,539.0,2.0,0.012,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,540.0,1.0,0.012,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,542.0,2.0,0.012,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,563.0,21.0,0.012,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,564.0,1.0,0.012,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,567.0,3.0,0.013,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,586.0,19.0,0.013,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5483584,-2.5483584,-676.5,-15.021306,,,,,,,,,11.11,,588.0,2.0,0.013,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,625.0,37.0,0.014,0.001,12.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,628.0,3.0,0.014,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,9.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,629.0,1.0,0.014,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,9.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,630.0,1.0,0.014,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,635.0,5.0,0.014,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,639.0,4.0,0.014,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,646.0,7.0,0.014,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,647.0,1.0,0.014,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,648.0,1.0,0.014,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,649.0,1.0,0.014,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,651.0,2.0,0.014,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,652.0,1.0,0.014,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,673.0,21.0,0.015,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,678.0,5.0,0.015,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,689.0,11.0,0.015,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.207479,-0.2962859,-149.40039,-3.3173525,,,,,,,,,11.11,,690.0,1.0,0.015,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,696.0,6.0,0.015,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,704.0,8.0,0.016,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,11.11,,710.0,6.0,0.016,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-05,10.0,10.0,1.4285715,0.22022597,0.22022597,0.031460855,1.0,1.0,0.14285715,0.022022597,0.022022597,0.0031460854,,,,,,,,,,,,,11.11,,717.0,7.0,0.016,0.0,6.0,0.0,3.4013605,4.2,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-06,14.0,4.0,2.0,0.30831638,0.08809039,0.044045195,1.0,0.0,0.14285715,0.022022597,0.0,0.0031460854,,,,,,,,,,,,,11.11,,729.0,12.0,0.016,0.0,6.0,0.0,8.163265,3.6,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-07,20.0,6.0,2.857143,0.44045195,0.13213558,0.06292171,1.0,0.0,0.14285715,0.022022597,0.0,0.0031460854,,,,,,,,,,,,,11.11,,738.0,9.0,0.016,0.0,7.0,0.0,13.994169,3.2166667,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-08,22.0,2.0,3.142857,0.48449716,0.044045195,0.069213875,1.0,0.0,0.14285715,0.022022597,0.0,0.0031460854,,,,,,,,,,,,,11.11,,767.0,29.0,0.017,0.001,11.0,0.0,18.075802,3.2875,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-09,26.0,4.0,3.7142856,0.57258755,0.08809039,0.08179822,1.0,0.0,0.14285715,0.022022597,0.0,0.0031460854,,,,,,,,,,,,,11.11,,781.0,14.0,0.017,0.0,12.0,0.0,22.49757,3.2761538,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-10,34.0,8.0,4.857143,0.7487683,0.17618078,0.106966905,3.0,2.0,0.42857143,0.06606779,0.044045195,0.009438256,,,,,,,,,,,,,11.11,,818.0,37.0,0.018,0.001,16.0,0.0,26.834305,3.2791479,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-11,45.0,11.0,6.428571,0.99101686,0.24224858,0.14157385,3.0,0.0,0.42857143,0.06606779,0.0,0.009438256,,,,,,,,,,,,,25.0,,853.0,35.0,0.019,0.001,20.0,0.0,31.426142,3.2551427,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-12,67.0,22.0,8.142858,1.475514,0.48449716,0.17932686,4.0,1.0,0.42857143,0.08809039,0.022022597,0.009438256,,,,,,,,,,,,,25.0,,900.0,47.0,0.02,0.001,26.0,0.001,32.49888,3.1112828,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-13,102.0,35.0,12.571428,2.246305,0.77079093,0.2768555,8.0,4.0,1.0,0.17618078,0.08809039,0.022022597,,,,,,,,,,,,,25.0,,988.0,88.0,0.022,0.002,37.0,0.001,32.59081,3.103166,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
Argentina,2020-03-14,115.0,13.0,13.571428,2.5325987,0.28629377,0.2988781,9.0,1.0,1.1428572,0.19820338,0.022022597,0.025168683,,,,,,,,,,,,,25.0,,1037.0,49.0,0.023,0.001,43.0,0.001,31.268684,3.2057977,,,,,,,,,,,,,,ARG,South America,45407904.0,16.59227180480957,31.73900032043457,75.80609893798828,22461.44140625,,5.400000095367432,,4.989999771118164,
